simplified	MY	example_MY	KM	example_KM	LO	example_LO
顺利	ချောချောမွေ့မွေ့	ပြိုင်ပွဲက ချောချောမွေ့မွေ့ ဆက်လက်ကျင်းပသွားသည်။	រលូន	ការប្រកួតប្រព្រឹត្តទៅយ៉ាងរលូន។	ລາບລື່ນ	ການແຂ່ງຂັນດຳເນີນໄປຢ່າງລາບລື່ນ.
顺序	အစဉ်; အစီအစဉ်	ကျေးဇူးပြု၍ အစဉ်ကို မရှုပ်အောင်လုပ်ပါ။	លំដាប់	សូមកុំធ្វើឱ្យលំដាប់រញ៉េរញ៉ៃ។	ລຳດັບ	ກະລຸນາຢ່າເຮັດໃຫ້ລຳດັບສັບສົນ.
说明	ရှင်းပြသည်; ဖော်ပြချက်	သူက ဒီကိစ္စရဲ့ အကြောင်းရင်းကို အားလုံးအတွက် ရှင်းပြပေးခဲ့သည်။	ពន្យល់; សេចក្តីពន្យល់	គាត់បានពន្យល់មូលហេតុនៃរឿងនេះឱ្យគ្រប់គ្នាស្តាប់។	ອະທິບາຍ; ຄຳອະທິບາຍ	ລາວອະທິບາຍເຫດຜົນຂອງເລື່ອງນີ້ໃຫ້ທຸກຄົນຟັງ.
硕士	မဟာဘွဲ့	ကျွန်တော် တက္ကသိုလ်မှာ မဟာဘွဲ့အတွက် ပညာသင်နေသည်။	ថ្នាក់អនុបណ្ឌិត	ខ្ញុំកំពុងសិក្សាថ្នាក់អនុបណ្ឌិតនៅសាកលវិទ្យាល័យ។	ປະລິນຍາໂທ	ຂ້ອຍກຳລັງຮຽນປະລິນຍາໂທຢູ່ມະຫາວິທະຍາໄລ.
死	သေသည်; သေသော	ဒီသစ်ပင်က သေပြီးပြီ။	ស្លាប់	ដើមឈើនេះស្លាប់ហើយ។	ຕາຍ	ຕົ້ນໄມ້ນີ້ຕາຍແລ້ວ.
塑料袋	ပလတ်စတစ်အိတ်	ပတ်ဝန်းကျင်ကို ကာကွယ်ဖို့ ပလတ်စတစ်အိတ် မသုံးပါနဲ့။	ថង់ប្លាស្ទិក	ដើម្បីការពារបរិស្ថាន សូមកុំប្រើថង់ប្លាស្ទិក។	ຖົງຢາງ	ເພື່ອປົກປ້ອງສິ່ງແວດລ້ອມ ກະລຸນາຢ່າໃຊ້ຖົງຢາງ.
速度	အမြန်နှုန်း	သူ ပြေးတဲ့အမြန်နှုန်းက တကယ်မြန်သည်။	ល្បឿន	ល្បឿនរត់របស់គាត់លឿនមែនទែន!	ຄວາມໄວ	ຄວາມໄວໃນການແລ່ນຂອງລາວໄວແທ້ໆ!
酸	ချဉ်သော	မင်းဝယ်လာတဲ့ စပျစ်သီးက နည်းနည်းချဉ်သည်။	ជូរ	ទំពាំងបាយជូរដែលអ្នកទិញមកជូរបន្តិច។	ສົ້ມ; ປ້ຽວ	ໝາກອະງຸ່ນທີ່ເຈົ້າຊື້ມາປ້ຽວໜ່ອຍ.
随便	စိတ်ကြိုက်; ကြုံသလို	အားလုံး စိတ်ကြိုက် ထိုင်ကြပါ။	តាមចិត្ត; យ៉ាងសេរី	សូមអង្គុយតាមចិត្តទាំងអស់គ្នា។	ຕາມໃຈ; ຕາມສະບາຍ	ທຸກຄົນກະລຸນານັ່ງຕາມສະບາຍ.
随着	နှင့်အတူ; တစ်လျှောက်	စီးပွားရေးဖွံ့ဖြိုးလာတာနဲ့အမျှ လူတွေရဲ့ ဘဝက အများကြီး တိုးတက်လာသည်။	ជាមួយនឹង; តាម	ជាមួយនឹងការអភិវឌ្ឍសេដ្ឋកិច្ច ជីវិតមនុស្សបានប្រសើរឡើងយ៉ាងច្រើន។	ພ້ອມກັບ; ຕາມ	ພ້ອມກັບການພັດທະນາເສດຖະກິດ ຊີວິດຜູ້ຄົນດີຂຶ້ນຫຼາຍ.
孙子	မြေးယောက်ျားလေး	အဖိုးက ကိုယ့်မြေးယောက်ျားလေးကို အလွန်ချစ်သည်။	ចៅប្រុស	លោកតាស្រឡាញ់ចៅប្រុសរបស់គាត់ណាស់។	ຫຼານຊາຍ	ພໍ່ຕູ້ມັກຫຼານຊາຍຂອງຕົນຫຼາຍ.
所有	အားလုံး; အရာအားလုံး	လူအားလုံးက သူ မမှန်ဘူးလို့ ထင်ကြသည်။	ទាំងអស់	មនុស្សទាំងអស់គិតថាគាត់មិនត្រឹមត្រូវ។	ທັງໝົດ; ທຸກ	ຄົນທັງໝົດຄິດວ່າລາວຜິດ.
台	လုံး; စက်ပစ္စည်းအတွက် အရေအတွက်ပြစကား	ဒီကွန်ပျူတာကို အသစ်ဝယ်ထားတာ ဖြစ်သည်။	គ្រឿង; លេខនាមសម្រាប់ម៉ាស៊ីន	កុំព្យូទ័រគ្រឿងនេះទើបទិញថ្មី។	ເຄື່ອງ; ລັກສະນະນາມສຳລັບເຄື່ອງຈັກ	ຄອມພິວເຕີເຄື່ອງນີ້ຫາກໍຊື້ໃໝ່.
抬	မသည်; သယ်သည်	သူတို့က စာသင်ခုံကို စာသင်ခန်းထဲ သယ်သွားကြသည်။	លើក; លី	ពួកគេបានលើកតុសិស្សទៅក្នុងថ្នាក់រៀន។	ຍົກ; ຫາມ	ພວກເຂົາຍົກໂຕະຮຽນເຂົ້າໄປໃນຫ້ອງຮຽນ.
态度	သဘောထား; ဆက်ဆံပုံ	ဝန်ဆောင်မှုဝန်ထမ်းက ဖောက်သည်တွေအပေါ် သဘောထား အလွန်ကောင်းသည်။	អាកប្បកិរិយា; ឥរិយាបថ	អ្នកបម្រើមានអាកប្បកិរិយាល្អណាស់ចំពោះអតិថិជន។	ທ່າທີ; ທັດສະນະ	ພະນັກງານບໍລິການມີທ່າທີດີຫຼາຍຕໍ່ລູກຄ້າ.
弹钢琴	ပီယာနိုတီးသည်	ကျွန်တော် လေးနှစ်အရွယ်ကတည်းက ပီယာနိုတီးတာ စသင်ခဲ့သည်။	លេងព្យាណូ	ខ្ញុំចាប់ផ្តើមរៀនលេងព្យាណូតាំងពីអាយុបួនឆ្នាំ។	ຫຼິ້ນເປຍໂນ	ຂ້ອຍເລີ່ມຮຽນຫຼິ້ນເປຍໂນຕັ້ງແຕ່ອາຍຸສີ່ປີ.
谈	ပြောဆိုဆွေးနွေးသည်; စကားပြောသည်	ကျွန်တော် မင်းနဲ့ နောက်ကိစ္စတစ်ခု ထပ်ပြီး ပြောချင်သည်။	និយាយ; ពិភាក្សា	ខ្ញុំចង់និយាយជាមួយអ្នកអំពីរឿងមួយផ្សេងទៀត។	ລົມ; ສົນທະນາ	ຂ້ອຍຢາກລົມກັບເຈົ້າເລື່ອງອື່ນອີກໜຶ່ງເລື່ອງ.
汤	ဟင်းရည်	ဟင်းရည်က မငန်ဘူး၊ ဆားနည်းနည်း ထပ်ထည့်ကြရအောင်။	ស៊ុប; ទឹកស៊ុប	ស៊ុបមិនប្រៃទេ ដូច្នេះដាក់អំបិលបន្ថែមបន្តិចទៅ។	ແກງ; ນ້ຳແກງ	ແກງບໍ່ເຄັມ ເພີ່ມເກືອອີກໜ່ອຍເຖີດ.
糖	သကြား; ချိုချဉ်	ကျွန်တော် ချိုချဉ်တစ်တုံး စားချင်သည်။	ស្ករ; ស្ករគ្រាប់	ខ្ញុំចង់ញ៉ាំស្ករគ្រាប់មួយគ្រាប់។	ນ້ຳຕານ; ເຂົ້າໜົມຫວານ	ຂ້ອຍຢາກກິນເຂົ້າໜົມຫວານໜຶ່ງກ້ອນ.
躺	လှဲသည်	သူမက ကုတင်ပေါ်မှာ လှဲနေရင်း အိပ်ပျော်သွားသည်။	ដេក; ផ្តេក	នាងដេកលើគ្រែហើយគេងលក់។	ນອນລົງ; ເອນຕົວ	ນາງນອນຢູ່ເທິງຕຽງແລ້ວຫຼັບໄປ.
趟	ခေါက်; ခရီးအကြိမ်ရေပြစကား	ပြီးခဲ့တဲ့လက ကျွန်တော် ပေကျင်းကို တစ်ခေါက် သွားခဲ့သည်။	ជើង; លេខនាមសម្រាប់ដំណើរ	ខែមុនខ្ញុំបានទៅប៉េកាំងមួយជើង។	ຖ້ຽວ; ລັກສະນະນາມສຳລັບການເດີນທາງ	ເດືອນກ່ອນຂ້ອຍໄປປັກກິ່ງໜຶ່ງຖ້ຽວ.
讨论	ဆွေးနွေးသည်	အစည်းအဝေးလုပ်ပြီး နည်းနည်း ဆွေးနွေးကြရအောင်။	ពិភាក្សា	យើងប្រជុំដើម្បីពិភាក្សាគ្នាបន្តិចទៅ។	ປຶກສາຫາລື; ອະພິປາຍ	ພວກເຮົາປະຊຸມເພື່ອປຶກສາກັນໜ່ອຍ.
讨厌	မကြိုက်သည်; စိတ်အနှောင့်အယှက်ဖြစ်စရာ	ဒီရာသီဥတုက တကယ် စိတ်အနှောင့်အယှက်ဖြစ်စရာကောင်းသည်။	មិនចូលចិត្ត; គួរឱ្យរំខាន	អាកាសធាតុនេះគួរឱ្យរំខានមែនទែន។	ບໍ່ມັກ; ໜ້າລຳຄານ	ອາກາດນີ້ໜ້າລຳຄານແທ້ໆ.
特点	ထူးခြားချက်; လက္ခဏာ	ဒီစားသောက်ဆိုင်ရဲ့ ထူးခြားချက်က ဟင်းတွေ အလွန်လတ်ဆတ်တာ ဖြစ်သည်။	លក្ខណៈពិសេស	លក្ខណៈពិសេសរបស់ភោជនីយដ្ឋាននេះគឺម្ហូបស្រស់ណាស់។	ລັກສະນະພິເສດ	ລັກສະນະພິເສດຂອງຮ້ານອາຫານນີ້ແມ່ນອາຫານສົດຫຼາຍ.
提	မတင်သည်; ကောက်ယူသည်	ကျေးဇူးပြု၍ ဒီအိတ်ကို မတင်ပါ။	លើក; យួរ	សូមយួរកាបូបនេះឡើង។	ຍົກ; ຫິ້ວ	ກະລຸນາຫິ້ວກະເປົານີ້ຂຶ້ນ.
提供	ပေးသည်; ထောက်ပံ့သည်	စာကြည့်တိုက်က အားလုံးအတွက် တိတ်ဆိတ်တဲ့ စာဖတ်ပတ်ဝန်းကျင် ပေးထားသည်။	ផ្តល់; ផ្គត់ផ្គង់	បណ្ណាល័យបានផ្តល់បរិយាកាសអានស្ងប់ស្ងាត់សម្រាប់គ្រប់គ្នា។	ສະໜອງ; ຈັດຫາໃຫ້	ຫໍສະໝຸດສະໜອງບັນຍາກາດອ່ານທີ່ງຽບສະຫງົບໃຫ້ທຸກຄົນ.
提前	ကြိုတင်; သတ်မှတ်ချိန်ထက်စော	ကျွန်တော်တို့ တာဝန်ကို သတ်မှတ်ချိန်ထက်စော ပြီးစီးခဲ့သည်။	មុនកំណត់; ជាមុន	ពួកយើងបានបញ្ចប់ភារកិច្ចមុនកំណត់។	ລ່ວງໜ້າ; ກ່ອນກຳນົດ	ພວກເຮົາເຮັດວຽກສຳເລັດກ່ອນກຳນົດ.
